area_type,availability,location,total_sqft,bath,price,bedrooms
Super built-up  Area,Ready To Move,Electronic City,1400.0,2.0,48.0,3
Built-up  Area,Ready To Move,Indira Nagar,500.0,1.0,70.0,1
Super built-up  Area,Ready To Move,Sarjapur  Road,944.0,2.0,35.0,2
Built-up  Area,Ready To Move,Whitefield,3250.0,5.0,290.0,5
Super built-up  Area,19-Mar,Whitefield,1216.0,2.0,66.48,2
Super built-up  Area,Ready To Move,Thirumenahalli,1100.0,2.0,39.5,2
Super built-up  Area,Ready To Move,Thanisandra,1743.0,3.0,93.25,3
Super built-up  Area,Ready To Move,Yelahanka,1274.0,2.0,48.42,2
Super built-up  Area,Ready To Move,Lavelle Road,2500.0,3.0,425.0,3
Super built-up  Area,Ready To Move,Mysore Road,1512.0,2.0,110.0,3
Super built-up  Area,Ready To Move,Dollars Colony,3100.0,5.0,385.0,4
Super built-up  Area,Ready To Move,Cox Town,1650.0,3.0,100.0,3
Built-up  Area,Ready To Move,Doddathoguru,1875.0,3.0,55.0,3
Built-up  Area,Ready To Move,Whitefield,1350.0,3.0,54.0,3
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1219.0,2.0,40.0,2
Plot  Area,Ready To Move,Goraguntepalya,1200.0,4.0,150.0,4
Plot  Area,Ready To Move,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
Super built-up  Area,Ready To Move,Hormavu,1141.0,2.0,44.4,2
Super built-up  Area,Ready To Move,Anandapura,1151.0,2.0,43.1,2
Plot  Area,Ready To Move,Bommenahalli,832.0,3.0,77.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,915.0,2.0,38.0,2
Plot  Area,Ready To Move,Rajankunte,3259.0,3.0,270.0,3
Super built-up  Area,22-Dec,Bannerghatta Road,1115.0,2.0,65.12,2
Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,139.0,3
Super built-up  Area,Ready To Move,Kaggadasapura,1200.0,2.0,53.0,2
Super built-up  Area,Ready To Move,Singasandra,1300.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Bellandur,1457.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Kannamangala,1262.0,2.0,55.0,2
Plot  Area,Ready To Move,BEML Layout,1196.0,3.0,150.0,4
Super built-up  Area,18-Aug,Ananth Nagar,900.0,2.0,22.5,2
Built-up  Area,Ready To Move,Attibele,420.0,1.0,17.0,1
Super built-up  Area,Ready To Move,Kanakapura,1160.0,2.0,46.39,2
Super built-up  Area,Ready To Move,Kasavanhalli,1115.0,2.0,50.0,2
Built-up  Area,Ready To Move,JP Nagar,1315.0,2.0,85.4,3
Built-up  Area,Ready To Move,Babusapalaya,1500.0,2.0,57.0,2
Super built-up  Area,Ready To Move,HSR Layout,1127.0,2.0,68.0,2
Super built-up  Area,18-Feb,Kundalahalli,1397.0,3.0,104.0,3
Built-up  Area,20-Dec,Whitefield,1173.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Sompura,1090.0,2.0,28.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,2720.0,5.0,210.0,3
Super built-up  Area,18-May,Jakkur,1230.0,2.0,76.0,2
Super built-up  Area,Ready To Move,6th Block Rajaji Nagar,3200.0,3.0,190.0,4
Super built-up  Area,19-Dec,Sarjapur  Road,858.0,2.0,31.57,2
Super built-up  Area,21-Mar,Talaghattapura,1868.0,3.0,121.0,3
Super built-up  Area,Ready To Move,Uttarahalli,1689.28,3.0,91.2,3
Built-up  Area,Ready To Move,Vishwapriya Layout,600.0,3.0,73.0,4
Super built-up  Area,Ready To Move,Banashankari,1425.0,3.0,49.88,3
Plot  Area,Ready To Move,Subramanyapura,1200.0,6.0,170.0,6
Plot  Area,Ready To Move,Tindlu,1350.0,2.0,100.0,2
Built-up  Area,Ready To Move,Channasandra,4200.0,6.0,180.0,6
Super built-up  Area,Ready To Move,Uttarahalli,1310.0,2.0,85.0,3
Super built-up  Area,Ready To Move,MLA Layout,970.0,2.0,40.0,2
Super built-up  Area,18-May,Kundalahalli,1397.0,3.0,108.0,3
Super built-up  Area,18-Jul,Sarjapur,1157.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Kasavanhalli,1125.0,2.0,61.2,2
Super built-up  Area,Ready To Move,Sonnenahalli,1157.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,1241.0,2.0,82.0,2
Super built-up  Area,19-Dec,Binny Pete,660.0,1.0,62.0,1
Built-up  Area,Ready To Move,Marathahalli,4000.0,4.0,220.0,4
Super built-up  Area,Ready To Move,Rajiv Nagar,2340.0,4.0,148.0,4
Built-up  Area,Ready To Move,Venkatadri Layout,596.0,1.0,42.0,1
Super built-up  Area,Ready To Move,Koramangala Industrial Layout,10000.0,16.0,550.0,16
Plot  Area,Ready To Move,Kyalasanahalli,1200.0,4.0,110.0,4
Super built-up  Area,Ready To Move,Ambedkar Colony,1910.0,3.0,190.0,3
Super built-up  Area,Ready To Move,Brookefield,1139.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,5.0,225.0,4
Super built-up  Area,19-Aug,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
Super built-up  Area,Ready To Move,Yeshwanthpur,1168.0,2.0,64.08,2
Super built-up  Area,Ready To Move,Chandapura,877.0,2.0,42.0,2
Built-up  Area,18-Jul,Electronics City Phase 1,1340.0,2.0,75.0,2
Built-up  Area,Ready To Move,B Narayanapura,1405.0,2.0,70.0,3
Super built-up  Area,Ready To Move,Siddapura,1800.0,3.0,65.0,3
Built-up  Area,Ready To Move, Devarabeesana Halli,1750.0,3.0,149.0,3
Super built-up  Area,Ready To Move,Motappa Layout,1360.0,2.0,65.0,3
Plot  Area,Ready To Move,Malleshwaram,675.0,2.0,148.0,3
Super built-up  Area,19-Jun,Byrasandra,985.0,2.0,63.0,2
Super built-up  Area,16-Jul,Victoria Layout,1300.0,2.0,129.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1850.0,3.0,150.0,3
Super built-up  Area,Ready To Move,Rustam Bagh Layout,1490.0,2.0,88.0,3
Super built-up  Area,Ready To Move,Byagadadhenahalli,620.0,1.0,25.0,2
Super built-up  Area,19-Aug,Hormavu,1130.0,2.0,42.3,2
Super built-up  Area,Ready To Move,Yelachenahalli,1080.0,2.0,55.0,2
Built-up  Area,Ready To Move,Singasandra,3126.0,4.0,120.0,4
Super built-up  Area,Ready To Move,Begur Road,1410.0,2.0,52.17,3
Super built-up  Area,Ready To Move,Bommanahalli,1375.0,3.0,59.0,3
Super built-up  Area,Ready To Move,Hennur Road,1290.0,2.0,94.5,3
Super built-up  Area,19-Mar,Hosa Road,1318.0,2.0,85.28,3
Super built-up  Area,Ready To Move,Electronic City,1128.0,2.0,68.0,2
Plot  Area,Ready To Move,Meenakunte,4428.0,4.0,255.0,4
Super built-up  Area,21-Mar,Kanakpura Road,1051.0,2.0,56.74,2
Plot  Area,Ready To Move,Kengeri,3500.0,5.0,275.0,3
Plot  Area,Ready To Move,Kannamangala,2400.0,4.0,130.0,4
Super built-up  Area,Ready To Move,Yelahanka,1327.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Thigalarapalya,2912.0,6.0,210.0,4
Super built-up  Area,Ready To Move,Basapura,1301.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Thippasandra,650.0,1.0,30.0,1
Plot  Area,18-Jul,Varthur,1200.0,3.0,67.75,3
Super built-up  Area,Ready To Move,Banagiri Nagar,1500.0,2.0,89.99,3
Plot  Area,Ready To Move,Kumara Park,2700.0,6.0,675.0,4
Plot  Area,Ready To Move,Nagadevanahalli,1350.0,4.0,145.0,4
Built-up  Area,18-Aug,Electronic City Phase II,1000.0,2.0,28.88,2
Super built-up  Area,19-Nov,Sarjapur  Road,984.0,2.0,45.91,2
Super built-up  Area,22-May,Jakkur,1819.18,3.0,160.0,3
Built-up  Area,Ready To Move,Nagarbhavi,900.0,1.0,175.0,1
Super built-up  Area,18-Apr,Hebbal,1355.0,3.0,83.87,3
Super built-up  Area,Ready To Move,Sarakki Nagar,2145.0,4.0,270.0,3
Super built-up  Area,Ready To Move,Malleshwaram,2475.0,4.0,300.0,3
Super built-up  Area,18-Aug,Kaggadasapura,1118.0,2.0,30.0,2
Super built-up  Area,Ready To Move,Roopena Agrahara,910.0,1.0,42.0,1
Super built-up  Area,18-May,Madiwala,1250.0,3.0,39.0,3
Super built-up  Area,18-Mar,Hosakerehalli,1304.0,2.0,100.0,2
Super built-up  Area,Ready To Move,Begur Road,1615.0,3.0,58.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1400.0,2.0,68.0,2
Super built-up  Area,Ready To Move,CV Raman Nagar,1070.0,2.0,47.5,2
Super built-up  Area,17-Nov,Hebbal,3500.0,3.0,395.0,3
Super built-up  Area,22-Jun,Hoodi,1132.0,2.0,89.37,2
Super built-up  Area,Ready To Move,Rajarajeshwari Nagara,2000.0,3.0,85.0,3
Plot  Area,Ready To Move,Hebbal,2400.0,5.0,550.0,7
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,794.0,1.0,65.0,1
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
Super built-up  Area,Ready To Move,Gottigere,1500.0,3.0,70.0,3
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2059.0,3.0,225.0,3
Super built-up  Area,21-Jan,Kanakpura Road,525.0,1.0,30.0,1
Super built-up  Area,18-May,Bhoganhalli,1447.0,2.0,75.97,2
Super built-up  Area,20-Dec,Whitefield,1269.0,2.0,75.0,2
Plot  Area,18-Apr,KR Layout,4800.0,4.0,700.0,4
Super built-up  Area,Ready To Move,Kanakpura Road,1070.0,2.0,37.45,2
Super built-up  Area,Ready To Move,Talaghattapura,1150.0,2.0,28.0,2
Super built-up  Area,Ready To Move,Marathahalli,1208.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1185.0,2.0,45.5,2
Plot  Area,Ready To Move,Laggere,1200.0,3.0,130.0,3
Super built-up  Area,Ready To Move,Anekal,888.0,2.0,34.0,2
Super built-up  Area,18-Aug,Chandapura,1015.0,2.0,25.88,2
Built-up  Area,Ready To Move,Celebrity Paradise Layout,532.0,1.0,22.49,1
Super built-up  Area,Ready To Move,St Thomas Town,1060.0,3.0,62.0,3
Built-up  Area,Ready To Move,Electronic City,700.0,1.0,35.0,1
Super built-up  Area,Ready To Move,Ckikkakammana Halli,902.0,2.0,42.0,2
Plot  Area,Ready To Move,Banashankari 2nd Stage,600.0,3.0,95.0,6
Super built-up  Area,Ready To Move,Uttarahalli,1175.0,2.0,47.0,2
Super built-up  Area,19-Dec,Binny Pete,1365.0,2.0,122.0,2
Super built-up  Area,Ready To Move,Doddathoguru,984.0,2.0,51.0,2
Plot  Area,Ready To Move,Hebbal,2700.0,2.0,100.0,4
Super built-up  Area,Ready To Move,Jalahalli East,1475.0,3.0,96.0,3
Super built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,79.0,2
Plot  Area,Ready To Move,5th Block Hbr Layout,1200.0,6.0,220.0,5
Built-up  Area,Ready To Move,Babusapalaya,1453.0,2.0,43.59,3
Super built-up  Area,Ready To Move,Munivenkatppa Layout,1550.0,2.0,160.0,2
Built-up  Area,Ready To Move,Akshaya Nagar,1666.0,3.0,95.0,3
Plot  Area,Ready To Move,Akshaya Nagar,1410.0,4.0,160.0,4
Plot  Area,18-Mar,Yelahanka,4025.0,5.0,800.0,4
Super built-up  Area,Ready To Move,Murugeshpalya,1845.0,3.0,91.0,3
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
Super built-up  Area,20-Dec,Uttarahalli,1137.0,2.0,63.0,2
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,70.5,3
Super built-up  Area,Ready To Move,Vijaya Bank Layout,1374.0,2.0,70.0,3
Built-up  Area,Ready To Move,Judicial Layout,1700.0,3.0,155.0,3
Plot  Area,Ready To Move,Whitefield,3227.0,5.0,250.0,5
Super built-up  Area,Ready To Move,Ferrar Nagar,2145.0,4.0,125.0,4
Plot  Area,Ready To Move,Koramangala,2400.0,6.0,600.0,4
Super built-up  Area,18-May,Kasavanhalli,2170.0,3.0,151.0,3
Built-up  Area,Ready To Move,Bank Of Baroda Colony,1080.0,2.0,55.0,2
Built-up  Area,Ready To Move,Electronic City Phase II,1790.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Doddathoguru,550.0,1.0,17.0,1
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1270.0,2.0,50.79,3
Built-up  Area,Ready To Move,Somasundara Palya,1033.0,2.0,48.0,2
Built-up  Area,Ready To Move,Kamala Nagar,1000.0,2.0,80.0,2
Super built-up  Area,19-Dec,Binny Pete,2940.0,6.0,280.0,4
Super built-up  Area,Ready To Move,Kumarapalli,1240.0,2.0,52.6,2
Plot  Area,Ready To Move,Kasturi Nagar,1650.0,5.0,450.0,5
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,39.0,2
Built-up  Area,15-Jun,Outer Ring Road East,1500.0,2.0,97.0,3
Super built-up  Area,Ready To Move,Marathahalli,1730.0,3.0,139.0,3
Super built-up  Area,Ready To Move,Kasavanhalli,1915.0,3.0,80.0,3
Super built-up  Area,Ready To Move,Whitefield,1545.0,3.0,79.0,3
Super built-up  Area,19-Mar,Marenahalli,1865.0,4.0,140.0,3
Super built-up  Area,Ready To Move,Hebbal Kempapura,1150.0,2.0,40.0,2
Super built-up  Area,18-Aug,HAL 3rd Stage,1200.0,2.0,49.0,2
Built-up  Area,Ready To Move,Kengeri,963.0,2.0,40.0,2
Plot  Area,Ready To Move,Marsur,1200.0,3.0,120.0,3
Super built-up  Area,Ready To Move,Basavangudi,2600.0,4.0,260.0,4
Built-up  Area,Ready To Move,Kaikondrahalli,1700.0,4.0,108.0,4
Super built-up  Area,Ready To Move,Lingadheeranahalli,1682.0,3.0,120.0,3
Built-up  Area,Ready To Move,Yelahanka,1371.0,2.0,65.0,3
Super built-up  Area,21-Mar,Hennur Road,901.0,2.0,49.5,2
Plot  Area,Ready To Move,Vishwapriya Layout,600.0,7.0,73.0,7
Super built-up  Area,Ready To Move,Ambalipura,1730.0,3.0,120.0,3
Plot  Area,Ready To Move,Konanakunte,1200.0,4.0,125.0,4
Super built-up  Area,Ready To Move,EPIP Zone,1500.0,3.0,102.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,3785.0,6.0,280.0,4
Built-up  Area,Ready To Move,Nagawara Junction,3500.0,4.0,245.0,4
Carpet  Area,Ready To Move,Lingarajapuram,1203.0,2.0,59.86,2
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1357.0,2.0,54.0,2
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,1600.0,3.0,76.0,3
Built-up  Area,Ready To Move,Yelahanka New Town,350.0,1.0,13.5,1
Super built-up  Area,Ready To Move,Varthur,1665.0,3.0,53.0,3
Plot  Area,Ready To Move,Ramamurthy Nagar,1400.0,3.0,200.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,835.0,1.0,46.95,1
Plot  Area,Ready To Move,Chandra Layout,815.0,3.0,160.0,2
Super built-up  Area,Ready To Move,Haralur Road,1444.0,2.0,80.0,3
Super built-up  Area,Ready To Move,Kanakapura,1277.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,1521.0,3.0,94.71,3
Super built-up  Area,Ready To Move,Maithri Layout,1134.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Vasanthapura,995.0,2.0,34.82,2
Super built-up  Area,Ready To Move,Old Madras Road,2760.0,5.0,157.0,3
Built-up  Area,Ready To Move,Marathahalli,1325.0,1.0,92.0,2
Built-up  Area,Ready To Move,Kothanur,4000.0,6.0,150.0,6
Built-up  Area,Ready To Move,Marathahalli,1525.0,3.0,90.0,3
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar 5th Stage,1320.0,2.0,73.0,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,650.0,1.0,23.0,1
Built-up  Area,Ready To Move,Old Airport Road,1858.0,2.0,167.0,3
Super built-up  Area,21-Aug,Electronic City,1150.0,2.0,38.0,2
Super built-up  Area,Ready To Move,Electronic City Phase II,769.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Electronic City,1571.0,3.0,105.0,3
Super built-up  Area,Ready To Move,Hennur Road,1445.0,3.0,86.56,3
Super built-up  Area,Ready To Move,Hosur Road,1590.0,2.0,135.0,3
Super built-up  Area,Ready To Move,Bommasandra,902.0,2.0,49.0,2
Plot  Area,18-Mar,Sarjapur,2238.0,3.0,140.0,3
Built-up  Area,18-Dec,Electronic City,1090.0,2.0,31.49,2
Built-up  Area,Ready To Move,Yelahanka,1712.0,3.0,82.0,3
Built-up  Area,Ready To Move,Haralur Road,1088.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Somasundara Palya,1575.0,3.0,63.1,3
Plot  Area,Ready To Move,Nanjappa Garden,2150.0,6.0,205.0,6
Super built-up  Area,Ready To Move,Kundalahalli,1920.0,3.0,150.0,3
Plot  Area,Ready To Move,Margondanahalli,1000.0,2.0,57.0,2
Super built-up  Area,18-Oct,Chennammana Kere,1100.0,2.0,56.1,2
Super built-up  Area,Ready To Move,Electronic City,1089.0,2.0,45.0,2
Built-up  Area,Ready To Move,Horamavu Agara,1106.0,2.0,43.09,2
Super built-up  Area,18-Dec,Kengeri,927.0,2.0,37.0,2
Super built-up  Area,Ready To Move,Kanakpura Road,1339.0,2.0,58.0,2
Built-up  Area,21-Dec,Thanisandra,923.0,1.0,45.69,1
Plot  Area,18-Aug,Sarjapur  Road,2900.0,3.0,285.0,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1175.0,2.0,75.0,2
Built-up  Area,Ready To Move,Thubarahalli,975.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Hebbal,2400.0,4.0,180.0,3
Super built-up  Area,Ready To Move,Subramanyapura,1330.0,3.0,72.0,3
Super built-up  Area,20-Dec,Thanisandra,1183.0,2.0,59.74,2
Super built-up  Area,Ready To Move,Harlur,1758.0,3.0,133.0,3
Plot  Area,Ready To Move,Nagarbhavi,1200.0,3.0,265.0,3
Super built-up  Area,19-Dec,Hebbal,1255.0,2.0,77.68,3
Plot  Area,Ready To Move,Nagadevanahalli,600.0,4.0,110.0,3
Built-up  Area,Ready To Move,Pai Layout,1100.0,2.0,50.0,2
Super built-up  Area,18-Dec,Ramamurthy Nagar,1170.0,2.0,46.8,2
Built-up  Area,Ready To Move,Vayunandana Layout,2400.0,5.0,120.0,5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
Built-up  Area,17-Dec,Hebbal,1420.0,2.0,107.0,2
Plot  Area,Ready To Move,Geetanjali Layout,1200.0,4.0,300.0,4
Plot  Area,Ready To Move,7th Phase JP Nagar,1045.0,6.0,160.0,6
Super built-up  Area,19-Jan,Kanakpura Road,1591.0,3.0,115.0,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,120.0,3
Plot  Area,Ready To Move,Kenchenhalli,675.0,3.0,52.0,2
Super built-up  Area,19-Dec,Hoodi,1055.0,2.0,57.63,2
Super built-up  Area,Ready To Move,Iblur Village,1918.0,3.0,129.0,3
Super built-up  Area,18-Jan,Sarjapur  Road,1280.0,2.0,76.0,2
Super built-up  Area,Ready To Move,Nagarbhavi,1560.0,3.0,66.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1145.0,2.0,49.5,2
Super built-up  Area,Ready To Move,Talaghattapura,2106.0,3.0,126.0,3
Super built-up  Area,Ready To Move,"EPIP AREA, WHITEFIELD",1801.0,3.0,139.0,3
Plot  Area,Ready To Move,Seegehalli,1200.0,5.0,120.0,5
Super built-up  Area,Ready To Move,Rajaji Nagar,1718.0,3.0,288.0,2
Super built-up  Area,20-Jun,Whitefield,1306.0,3.0,54.65,3
Super built-up  Area,19-Jun,Hebbal,1320.0,2.0,92.0,2
Built-up  Area,Ready To Move,1st Stage Domlur,1350.0,2.0,65.0,3
Built-up  Area,Ready To Move,"RMV extension stage 2, rmv extension",2990.0,4.0,324.0,4
Built-up  Area,Ready To Move,Kalyan nagar,3800.0,5.0,300.0,4
Super built-up  Area,Ready To Move,Bannerghatta Road,1344.0,2.0,42.0,3
Super built-up  Area,Ready To Move,Bannerghatta Road,1893.0,3.0,100.0,3
Super built-up  Area,Ready To Move,Chandapura,1107.0,2.0,43.0,3
Plot  Area,Ready To Move,R.T. Nagar,1200.0,10.0,180.0,9
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1190.0,2.0,75.0,2
Built-up  Area,Ready To Move,Whitefield,1000.0,2.0,35.0,2
Plot  Area,Ready To Move,Kalhalli,2400.0,2.0,160.0,2
Super built-up  Area,Ready To Move,Kumaraswami Layout,1000.0,2.0,48.5,2
Super built-up  Area,Ready To Move,Jalahalli,2113.0,3.0,155.0,3
Built-up  Area,Ready To Move,KR Puram,1100.0,2.0,46.0,2
Plot  Area,Ready To Move,Sector 2 HSR Layout,1200.0,4.0,160.0,5
Super built-up  Area,Ready To Move,Harlur,1884.0,4.0,120.0,4
Super built-up  Area,Ready To Move,Electronic City,1110.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Kudlu,1027.0,2.0,43.0,2
Super built-up  Area,18-May,Tavarekere,1250.0,3.0,40.0,3
Built-up  Area,Ready To Move,Sarjapur  Road,1470.0,3.0,62.0,3
Built-up  Area,18-May,Kamakshipalya,1150.0,2.0,75.0,2
Plot  Area,Ready To Move,Hadosiddapura,1200.0,3.0,165.0,3
Super built-up  Area,18-Aug,Kudlu Gate,703.0,1.0,52.0,1
Super built-up  Area,Ready To Move,Vijaya Bank Colony,1400.0,2.0,62.0,3
Super built-up  Area,Ready To Move,Bellandur,1195.0,2.0,51.0,2
Super built-up  Area,Ready To Move,Narayanapura,1302.0,2.0,69.1,2
Super built-up  Area,19-Aug,Begur Road,1583.0,3.0,74.4,3
Super built-up  Area,Ready To Move,Kumarapalli,1488.0,2.0,60.0,3
Plot  Area,Ready To Move,Lakshmi Layout,600.0,5.0,85.0,4
Super built-up  Area,18-Aug,Kammasandra,1385.0,2.0,34.63,3
Super built-up  Area,Ready To Move,Whitefield,3262.0,4.0,260.0,4
Built-up  Area,18-Jan,Electronic City,1600.0,3.0,104.0,3
Super built-up  Area,Ready To Move,Old Airport Road,1150.0,2.0,90.0,2
Plot  Area,Ready To Move,Lakkasandra,4500.0,9.0,166.0,9
Super built-up  Area,Ready To Move,Sarjapur  Road,1263.0,2.0,78.0,2
Plot  Area,Ready To Move,KR Puram,1200.0,8.0,110.0,7
Super built-up  Area,20-May,Kanakpura Road,1299.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Banashankari,1330.0,2.0,78.0,2
Super built-up  Area,18-Apr,Devanahalli,1282.0,2.0,52.43,3
Built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",1853.0,3.0,82.0,3
Super built-up  Area,Ready To Move,Kachanayakanahalli,861.0,2.0,35.0,2
Built-up  Area,Ready To Move,Bannerghatta Road,1600.0,3.0,95.0,3
Built-up  Area,Ready To Move,Nagaraja Garden,1256.0,2.0,62.8,2
Super built-up  Area,Ready To Move,Tejaswini Nagar,1390.0,2.0,80.0,3
Super built-up  Area,Ready To Move,Ashwath Nagar,1550.0,2.0,90.0,3
Plot  Area,Ready To Move,1 Annasandrapalya,1200.0,6.0,150.0,11
Built-up  Area,Ready To Move,Hebbal,919.0,2.0,49.0,2
Plot  Area,18-May,Margondanahalli,1625.0,3.0,80.0,3
Super built-up  Area,Ready To Move,Gunjur,1195.0,2.0,44.0,2
Super built-up  Area,Ready To Move,Domlur,2400.0,4.0,600.0,6
Super built-up  Area,Ready To Move,Yelenahalli,1159.0,2.0,60.0,2
Super built-up  Area,20-Jun,Whitefield,1386.0,3.0,57.46,3
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,79.0,2
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,191.0,4
Super built-up  Area,18-May,Bommasandra,1295.0,2.0,50.28,3
Built-up  Area,18-Jul,Huskur,1310.0,2.0,37.83,3
Super built-up  Area,21-Dec,Whitefield,1132.0,2.0,79.28,2
Built-up  Area,Ready To Move,6th block Koramangala,2350.0,3.0,400.0,3
Plot  Area,Ready To Move,4th Block Koramangala,2400.0,4.0,500.0,4
Super built-up  Area,19-Dec,Hebbal,1645.0,3.0,135.0,3
Super built-up  Area,18-Nov,Whitefield,1200.0,2.0,45.84,2
Plot  Area,Ready To Move,Whitefield,3000.0,4.0,330.0,4
Super built-up  Area,Ready To Move,Marathahalli,1937.0,3.0,140.0,3
Super built-up  Area,Ready To Move,Doddathoguru,1015.0,2.0,33.5,2
Super built-up  Area,Ready To Move,Nagadevanahalli,1080.0,2.0,39.0,2
Super built-up  Area,Ready To Move,Kathriguppe,1350.0,2.0,80.99,3
Super built-up  Area,18-Aug,Kengeri Satellite Town,1149.0,2.0,29.0,3
Super built-up  Area,Ready To Move,Kothanur,1185.0,2.0,59.0,2
Super built-up  Area,Ready To Move,Domlur,1720.0,3.0,135.0,3
Super built-up  Area,Ready To Move,Hebbal,2080.0,3.0,175.0,3
Plot  Area,Ready To Move,Tindlu,1500.0,3.0,87.0,3
Super built-up  Area,Ready To Move,Yelahanka,1566.0,3.0,97.0,3
Super built-up  Area,Ready To Move,Rajaji Nagar,2386.0,3.0,334.0,3
Plot  Area,Ready To Move,KSRTC Layout,1500.0,4.0,110.0,4
Super built-up  Area,Ready To Move,KR Puram,1290.0,2.0,49.02,2
Built-up  Area,20-Dec,"JP nagar 9th Phase, ",1531.0,3.0,72.0,3
Super built-up  Area,Ready To Move,Keshava Nagar,1839.0,3.0,165.0,3
Plot  Area,Ready To Move,Dollars Layout,4200.0,4.0,760.0,4
Super built-up  Area,18-May,Electronic City Phase II,1400.0,2.0,40.43,3
Super built-up  Area,Ready To Move,Electronic City,550.0,1.0,15.0,2
Super built-up  Area,Ready To Move,Whitefield,1140.0,2.0,39.0,2
Super built-up  Area,21-Jun,Tumkur Road,1343.5,3.0,57.76,3
